Economics,ECON 1101 (802),Macroeconomic Principles,3,MWF 12:40-13:40,"Tanaka, M.",40843,,C051,,Class Info
Economics,ECON 1102 (801),Microeconomic Principles,3,TTh 15:50-17:20,"Iniguez, A.",40840,,C052,,Class Info
Economics,ECON 1102 (802),Microeconomic Principles,3,MWF 10:00-11:00,"Kahy, H.",40841,,C052,,Class Info
Economics,ECON 3408 (801),Economics for Life,3,TTh 8:40-10:10,"Ofori, S.",40869,,,,Class Info
Economics,ECON 3501 (801),Intermediate Microeconomic Analysis,3,MWF 12:40-13:40,"Kahy, H.",40874,,201,Notes: Permission of major coordinator required.,Class Info
Economics,ECON 3502 (801),Intermediate Macroeconomic Analysis,3,MWF 8:50-9:50,"Kahy, H.",40868,,202,Notes: Permission of major coordinator also required.,Class Info
Economics,ECON 3503 (801),Introduction to Econometrics,3,MWF 15:20-16:20,"Tanaka, M.",41723,,241,,Class Info
Economics,ECON 3504 (801),Mathematical Economics,3,TTh 17:30-19:00,"Tserolas, V.",40875,,240,,Class Info
Economics,ECON 3538 (801),Managerial Economics,3,MWF 16:50-17:50,"Bedard, B.",40876,,287,,Class Info
Economics,ECON 3544 (801),Computer Based Modeling,3,TTh 12:00-13:30,"Tserolas, V.",42699,,,,Class Info
Economics,ECON 3563 (801),International Trade,3,TTh 13:40-15:10,"Iniguez, A.",40877,,250,,Class Info
Economics,ECON 3564 (801),International Monetary Economics,3,MWF 10:00-11:00,"Tanaka, M.",41722,,251,,Class Info
Economics,ECON 3571 (801),Money and Banking,3,TTh 10:20-11:50,"Ofori, S.",40878,,,,Class Info
Economics,ECON 3598 (801),Economics Writing Seminar,3,MWF 14:10-15:10,"Kahy, H.",40785,WI,W302,Notes: Permission of major coordinator required.,Class Info
Economics,ECON 3696 (801),Behavioral Economics,3,T 17:30-20:30,"Bedard, B.",40784,WI,,Notes: Permission of major coordinator required.,Class Info
Economics,ECON 3697 (801),The Economics of Sports,3,Th 17:30-20:30,"Kobayashi, I.",40786,WI,,Notes: Students who have earned credit in Economics 3541 will not receive additional credits. Permission of major coordinator required.,Class Info
English,ENG 0701 (801),Introduction to Academic Discourse,4,TTh 13:40-15:40,"Chozick, M.",40589,,40,,Class Info
English,ENG 0711 (801),Introduction to Academic Discourse ESL,4,MWF 10:00-11:20,"Northey, J.",40535,,41,,Class Info
